Rank,Word,PoS,Collins,knowTag,,Definition,Tag,3151
11147,penetration,n,,,,n. 侵入；突破；洞察力；渗透,cet6,
11148,fielder,n,,,,,,
11149,baggy,j,1,,,adj. 袋状的，膨胀的；宽松而下垂的,,
11150,validation,n,,,,n. 批准；确认；生效,,
11151,primer,n,,,,n. 初级读本；识字课本；原始物,,
11152,Hebrew,n,1,,重复,n. 希伯来人，犹太人；希伯来语,,
11153,adventurous,j,1,,,adj. 爱冒险的；大胆的；充满危险的,toefl,
11154,grimace,v,1,,重复,vi. 扮鬼脸；作怪相；作苦相,,
11155,gutter,n,1,,,n. 排水沟；槽；贫民区,cet6,
11156,leash,n,,,,n. 皮带；束缚,toefl,
11157,baby-sitter,n,,,,,toefl,
11158,reinstate,v,1,,,vt. 使恢复；使复原,,
11159,mint,j,2,,重复,n. 薄荷；造币厂，巨款,cet6 toefl ielts,
11160,colonization,n,,,,n. 殖民；殖民地化,,
11161,pane,n,1,,,n. 窗格；窗格玻璃；边；面；嵌板,cet4 cet6 toefl,
11162,gun,v,4,,重复,n. 枪枝；枪状物；[美俚]持枪歹徒,cet4 cet6 ky zk gk,
11163,privatize,v,3,,,,,
11164,Jordanian,j,,,,adj. 约旦的；约旦人的,,
11165,vegetarian,n,2,,重复,n. 素食者；食草动物,ky toefl ielts,
11166,exporter,n,,,,n. 输出国；出口商,,
11167,chip,v,3,,重复,vt. 削，凿；削成碎片,cet6 ky toefl ielts,
11168,bottled,j,,,,adj. 瓶装的,,
11169,mate,v,3,,重复,n. 同事；助手，大副；配偶；配对物,cet4 cet6 ky toefl,
11170,crop,v,3,,重复,n. 农作物；庄稼；产量；平头,cet4 cet6 ky gk,
11171,specified,j,,,,adj. 规定的；详细说明的,toefl,
11172,stabilization,n,,,,n. 稳定；稳定化,,
11173,feeder,n,2,,,n. 饲养员；喂食器；奶瓶；支流；支线,toefl,
11174,co-star,n,1,,,,,
11175,standoff,n,,,,n. 冷淡；和局；平衡；僵持,,
11176,hire,n,3,,重复,n. 租金，工钱；雇用，租用,cet4 cet6 ky gk,
11177,backward,j,2,,重复,adj. 向后的；反向的；发展迟缓的,cet4 ky toefl ielts gk,
11178,trainee,n,1,,,n. 新兵；受训者；练习生，实习生；训练中的动物,,
11179,condition,v,5,,重复,n. 条件；情况；环境；身分,cet4 cet6 ky toefl ielts zk gk,
11180,childbirth,n,1,,,n. 分娩,,
11181,smother,v,1,,,vt. 使窒息；（用灰等）闷熄；忍住；抑制,toefl ielts,
11182,faint,v,2,,重复,adj. 头晕的；虚弱的；模糊的；衰弱的,cet4 cet6 ky toefl ielts,
11183,spoon,v,2,,重复,n. 匙，勺子；一杓的量,cet4 cet6 ky toefl zk gk,
11184,refund,n,2,,,vi. 退还；偿还，归还,ky toefl ielts,
11185,Islamist,j,,,重复,,,
11186,backstage,r,1,,重复,adv. 向后台；在后台,,
11187,stairwell,n,,,,n. 楼梯井,,
11188,propensity,n,1,,,n. 倾向，习性；癖好，偏爱,toefl,
11189,horde,n,1,,,n. 游牧部落；一大群，群,toefl,
11190,jeep,n,1,,,n. 吉普车,gk,
11191,auditory,j,,,,n. 听众；礼堂,toefl,
11192,synthesize,v,1,,,vt. 合成；综合,cet6 toefl,
11193,alternately,r,,,,adv. 交替地；轮流地；隔一个地,toefl,
11194,breathless,j,1,,,adj. 停止呼吸的；喘不过气来的,toefl gk,
11195,infancy,n,1,,,n. 婴儿期；幼年；初期,cet6 ky toefl,
11196,uncanny,j,1,,,adj. 可怕的；离奇的；神秘的,toefl,
11197,solidify,v,,,,vt. 团结；凝固,cet6 toefl,
11198,intersect,v,,,,vi. 相交，交叉,ky toefl,
11199,buy,n,5,,重复,vt. 购买；获得；贿赂,zk gk,
11200,eyeball,n,1,,,n. 眼球；眼珠子,,
11201,craftsman,n,1,,,n. 技工；工匠；手艺人,,
11202,forgiving,j,,,,adj. 宽大的；宽容的；宽恕的,,
11203,methodological,j,,,,adj. 方法的，方法论的,,
11204,delusion,n,1,,,n. 错觉；幻想；迷惑，欺骗,cet6,
11205,hideous,j,1,,,adj. 可怕的；丑恶的,toefl,
11206,aspiring,j,1,,,adj. 有抱负的；追求…的；高耸的,toefl,
11207,mute,j,2,,,adj. 哑的；沉默的；无声的,cet4 cet6 ky,
11208,physiology,n,1,,,n. 生理学；生理机能,toefl,
11209,chuckle,n,1,,重复,vi. 咯咯的笑，轻声地笑,toefl,
11210,ascribe,v,1,,,vt. 归因于；归咎于,cet4 cet6 toefl ielts,
11211,dampen,v,1,,,vt. 抑制；使…沮丧；使…潮湿,toefl,
11212,trafficker,n,1,,,n. 商人；贩子；从事违法勾当者,,
11213,rouse,v,1,,,vt. 唤醒；激起，使振奋；惊起,cet4 cet6 ky ielts,
11214,dormitory,n,1,,,n. 宿舍，学生宿舍,cet4 cet6 toefl gk,
11215,hassle,n,1,,,vt. 找麻烦，搅扰；与…争辩；使…烦恼,cet6,
11216,sincerity,n,,,,n. 真实，诚挚,cet6,
11217,quirky,j,1,,,adj. 诡诈的；古怪的；离奇的,,
11218,plutonium,n,1,,,,,
11219,stricken,j,1,,,adj. 患病的；受挫折的；受…侵袭的；遭殃的,,
11220,professionalism,n,,,,n. 专业主义；专家的地位；特性或方法,toefl,
11221,eject,v,1,,,vt. 驱逐，逐出；喷射,cet6 ky toefl ielts,
11222,unauthorized,j,1,,,adj. 未被授权的；独断的；非法的,,
11223,flatly,r,,,,adv. 直截了当地；断然地；平平地,,
11224,marshal,n,2,,重复,n. 元帅；司仪,cet6,
11225,staffing,n,1,,,n. 安置职工,,
11226,remarry,v,1,,,vi. 再婚,,
11227,stipulate,v,1,,,vi. 规定；保证,toefl ielts,
11228,oatmeal,n,1,,,n. 燕麦粥；燕麦片,,
11229,shred,n,2,,重复,n. 碎片；少量剩余；最少量；破布,toefl ielts,
11230,watermelon,n,,,,,zk gk,
11231,adultery,n,1,,,n. 通奸，通奸行为,,
11232,first-class,j,2,,,,,
11233,undesirable,j,1,,,adj. 不受欢迎的；不合需要的；不良的,cet6 ky,
11234,ATM,n,,,,abbr. 异步传输模式（Asynchronous Transfer Mode）；自动出纳机（Automatic Teller Machine）；空中交通管理（Air Traffic Management）,,
11235,angle,v,3,,重复,vi. 钓鱼；谋取,cet4 ky toefl gk,
11236,escalating,j,,,,,,
11237,treacherous,j,1,,,adj. 危险的；奸诈的，叛逆的，背叛的；不牢靠的,toefl,
11238,foreman,n,1,,,n. 领班；陪审团主席,,
11239,memorandum,n,1,,,n. 备忘录；便笺,toefl,
11240,fragmentation,n,,,,n. 破碎；分裂；存储残片,,
11241,changed,j,,,,adj. 变化的；改变的,,
11242,moderation,n,1,,,n. 适度；温和；缓和；节制,,
11243,outstretched,j,1,,,,,
11244,rearview,j,,,,,,
11245,mulch,n,1,,,n. 覆盖物，护盖物；护根,,
11246,mythical,j,,,,adj. 神话的；虚构的,toefl,
11247,mover,n,1,,,n. 鼓动者；原动力；搬运公司；搬家工人,,
11248,far-reaching,j,1,,,adj. 深远的；广泛的；伸至远处的,toefl,
11249,fitting,j,2,,重复,n. 试穿，试衣；装配，装置,cet6 ky toefl ielts,
11250,embodiment,n,1,,,n. 体现；化身；具体化,,
11251,leukemia,n,,,,n. 白血病,,
11252,dwindling,j,,,,,,
11253,intrusive,j,1,,,adj. 侵入的；打扰的,ky,
11254,confidently,r,,,,adv. 自信地；安心地,,
11255,infinitely,r,,,,adv. 无限地；极其,cet6,
11256,powerhouse,n,1,,,,,
11257,front-runner,n,1,,,,,
11258,syndicated,j,,,,adj. 成为企业组合的,,
11259,overdue,j,1,,,adj. 迟到的；过期的；未兑的,cet4 toefl ielts,
11260,metabolic,j,1,,,adj. 新陈代谢的；变化的,cet6 toefl,
11261,upstairs,n,2,,重复,adv. 在楼上，向楼上；往楼上；上楼,cet4 cet6 ky zk gk,
11262,drip,n,2,,重复,vi. 滴下；充满；漏下,cet4 cet6 ky toefl,
11263,flick,n,2,,重复,vt. 轻弹；忽然摇动；轻轻拂去,,
11264,shabby,j,1,,,adj. 破旧的；卑鄙的；吝啬的；低劣的,cet6 ky toefl ielts gk,
11265,determining,j,,,,v. 决定（determine的ing形式）,,
11266,overhaul,n,1,,重复,vt. 分解检查，大修；追上并超过,ky toefl ielts,
11267,warmly,r,,,,adv. 亲切地；温暖地；热情地,,
11268,unnamed,j,1,,,adj. 未命名的；无名的；未提及的,,
11269,trough,n,1,,,n. 水槽，水槽；饲料槽；低气压；低谷期,toefl,
11270,vent,v,1,,重复,n. 出口；通风孔；（感情的）发泄,cet6 toefl ielts,
11271,gladly,r,,,,adv. 乐意地；高兴地；欢喜地,,
11272,up,v,2,,重复,adv. 向上；上涨；起来,zk gk,
11273,prolific,j,1,,,adj. 多产的；丰富的,toefl ielts,
11274,generalized,j,1,,,adj. 广义的，普遍的；无显著特点的,,
11275,upwards,r,2,,,adv. 向上；在上部；向上游,cet4 cet6,
11276,partner,v,4,,重复,n. 合伙人；伙伴；配偶,cet4 cet6 ky gk,
11277,marginalize,v,1,,,,,
11278,busy,v,3,,重复,adj. 忙碌的；热闹的；正被占用的,zk gk,
11279,telling,j,1,,重复,adj. 有效的；显著的；生动的,ielts,
11280,tilt,n,2,,重复,vi. 倾斜；翘起；以言词或文字抨击,cet6 ky toefl ielts,
11281,tenderness,n,,,,n. 亲切；柔软；柔和；敏感；棘手,toefl,
11282,cognition,n,,,,n. [哲]认识；[哲]认识能力；知识,,
11283,beige,j,1,,,n. 米黄色,,
11284,Nigerian,j,,,,n. 尼日利亚人,,
11285,sidebar,n,,,,,,
11286,conducive,j,1,,,adj. 有助于…的；有益的,ielts,
11287,defective,j,1,,,adj. 有缺陷的；不完美的,toefl,
11288,mammoth,j,1,,重复,n. 长毛象；猛犸象；庞然大物,toefl,
11289,predatory,j,,,,adj. 食肉的；捕食生物的；掠夺的，掠夺成性的,toefl,
11290,treasurer,n,1,,,n. 司库；出纳员；会计；财务主管,cet6,
11291,disable,v,1,,,vt. 使残废；使失去能力；使无资格,cet4 cet6 ky ielts,
11292,reference,v,3,,重复,n. 参考，参照；涉及，提及；参考书目；介绍信；证明书,cet4 cet6 ky ielts gk,
11293,censor,v,1,,重复,vt. 审查，检查,cet6 toefl ielts,
11294,ludicrous,j,1,,,adj. 滑稽的；荒唐的,ielts,
11295,articulation,n,,,,n. 清晰发音；关节；接合,,
11296,chiefly,r,1,,,adv. 主要地；首先,toefl,
11297,optimum,j,1,,,adj. 最适宜的,cet6 ky toefl ielts,
11298,treasury,n,3,,,n. 财政部；国库，金库；宝库,,
11299,trappings,n,1,,,n. 服饰，礼服；外部标志；马饰,,
11300,dagger,n,1,,,n. 匕首，短剑,toefl,
11301,want,n,5,,重复,vt. 需要；缺少；应该；希望,zk gk,
11302,frequent,v,4,,重复,adj. 时常发生的；频繁的；惯常的,cet4 cet6 ky toefl ielts gk,
11303,thicket,n,1,,,n. 丛林；灌木丛；错综复杂,,
11304,conceptualize,v,,,,,,
11305,revolver,n,1,,,n. 左轮手枪；旋转器,,
11306,sweatshirt,n,1,,,n. 运动衫；T-恤衫,,
11307,determinant,n,1,,,adj. 决定性的,toefl,
11308,sanity,n,1,,,n. 明智；头脑清楚；精神健全；通情达理,toefl ielts,
11309,idealism,n,1,,,n. 唯心主义，理想主义；理念论,cet6,
11310,construe,v,1,,,vt. 解释；分析；翻译,toefl,
11311,pink,n,3,,重复,n. 粉红色；石竹花；头面人物；化身，典范,cet4 cet6 ky ielts zk,
11312,suggested,j,,,,adj. 建议的；暗示的,,
11313,burglar,n,1,,,n. 夜贼，窃贼,cet6 ky toefl ielts gk,
11314,intimate,v,2,,重复,adj. 亲密的；私人的；精通的；[婉]有性关系的,cet4 cet6 ky toefl ielts,
11315,scoff,v,1,,,n. 嘲笑；愚弄；笑柄,cet6 toefl,
11316,throng,n,1,,,n. 人群；众多,cet4 cet6 toefl ielts,
11317,prep,n,1,,,n. 预习；准备功课；预备,,
11318,weight,v,4,,重复,n. 重量，重力；砝码；重要性；负担,ielts zk gk,
11319,specificity,n,,,,n. 特异性；特征；专一性,,
11320,booze,n,1,,,n. 酒；酒宴,,
11321,perennial,n,2,,重复,adj. 四季不断的；常年的；常在的；反复的；[植]多年生的,toefl ielts,
11322,campfire,n,,,,n. 营火；营火会,,
11323,fervor,n,,,,n. 热情；热烈；炽热；热心,toefl,
11324,Taiwanese,j,,,,adj. 台湾人的；台湾的,,
11325,veggie,n,,,,n. 素食者,,
11326,pitfall,n,1,,,n. 缺陷；陷阱，圈套；诱惑,,
11327,shrewd,j,1,,,adj. 精明的；机灵的；[废]狡猾的,cet6 ky toefl ielts,
11328,steep,v,2,,重复,adj. 陡峭的；夸大的；不合理的；急剧升降的,cet4 cet6 ky toefl ielts gk,
11329,abduction,n,,,,n. 诱拐，绑架；诱导,,
11330,overlapping,j,,,,adj. 重叠；覆盖,toefl,
11331,revolutionize,v,1,,,,toefl,
11332,subtlety,n,1,,,n. 微妙；敏锐；精明,,
11333,clerical,j,1,,,adj. 牧师的；办事员的；书记的,,
11334,ooze,v,1,,,vt. 渗出；泄漏,toefl,
11335,mommy,n,,,,n. 妈咪,,
11336,cavern,n,1,,,n. 洞穴；凹处,toefl,
11337,prerequisite,n,1,,,n. 先决条件,cet6 toefl,
11338,hem,n,1,,重复,n. 摺边；边，边缘,toefl,
11339,prowess,n,1,,,,,
11340,involuntary,j,1,,,adj. 自然而然的；不知不觉的；无意识的,toefl,
11341,dugout,n,,,,,,
11342,steaming,j,,,,n. 蒸烘；汽蒸,,
11343,antisocial,j,1,,,,cet6,
11344,astonished,j,1,,,adj. 吃惊的,toefl,
11345,spearhead,v,1,,,,,
11346,padded,j,,,,adj. 有装填垫料的；脚底有厚肉的,,
11347,hamstring,n,1,,,n. 腿筋,,
11348,Argentine,j,,,,adj. 阿根廷的；银的,,
11349,fair,r,4,,重复,adj. 公平的；美丽的，白皙的；晴朗的,cet4 cet6 ky toefl zk gk,
11350,scrape,n,2,,重复,n. 刮掉；擦痕；困境；刮擦声,cet4 cet6 ky toefl ielts,
11351,multiculturalism,n,,,,,,
11352,shortcut,n,,,,n. 捷径；被切短的东西,cet6 toefl,
11353,quad,n,,,,n. 四方院子；四胞胎之一；嵌条；成套的四件东西,,
11354,man,v,5,,重复,n. 雇工；男人；人；人类；丈夫,zk gk,
11355,simulated,j,,,,adj. 模仿的；仿造的；模拟的,,
11356,magistrate,n,2,,,n. 地方法官；文职官员；治安推事,cet6 ky ielts,
11357,truce,n,2,,,n. 休战；停战；休战协定,ielts,
11358,threatening,j,3,,,adj. 胁迫的；危险的；凶兆的,,
11359,intrigue,n,2,,重复,n. 阴谋；诡计；复杂的事；私通,cet6 ky toefl ielts,
11360,scowl,v,1,,重复,n. 愁容；怒容；阴沉沉的样子,,
11361,timer,n,1,,,n. 计时员，记时员；计时器；跑表；定时器；延时调节器,,
11362,beak,n,1,,,n. 鸟嘴；鹰钩鼻子；地方执法官；男教师,toefl,
11363,bristle,v,1,,重复,n. 猪鬃；刚毛,cet4 cet6,
11364,mistakenly,r,,,,,,
11365,repository,n,1,,,n. 贮藏室，仓库；知识库；智囊团,,
11366,verification,n,,,,n. 确认，查证；核实,,
11367,shallot,n,1,,,,,
11368,wake-up,n,,,,,,
11369,rein,v,2,,重复,n. 缰绳；驾驭；统治；支配,cet4 cet6 ky,
11370,star,j,5,,重复,n. 星，恒星；明星；星形物,ielts zk gk,
11371,fancy,n,1,,重复,n. 想像力；爱好；幻想,cet4 cet6 ky toefl ielts gk,
11372,sweetie,n,,,,,,
11373,captive,j,2,,重复,adj. 被俘虏的；被迷住的,cet4 cet6 ky ielts,
11374,locality,n,1,,,n. 位置；地点；所在,cet6 ky toefl ielts,
11375,diffusion,n,,,,n. 扩散，传播；[物]漫射,toefl,
11376,tenuous,j,1,,,adj. 纤细的；稀薄的；贫乏的,toefl,
11377,wax,v,2,,重复,n. 蜡；蜡状物,cet4 cet6 ky toefl ielts gk,
11378,chatter,v,1,,重复,vi. 唠叨；喋喋不休；（动物等）吱吱叫,cet6,
11379,misty,j,1,,,adj. 模糊的；有雾的,,
11380,collage,n,1,,,n. 抽象拚贴画（用报纸、布、压平的花等碎片拼合而成的）,,
11381,underside,n,1,,,n. 下面；阴暗面,,
11382,splendor,n,,,,n. 光彩；显赫；壮丽,toefl,
11383,falling,j,,,,adj. 落下的；下降的,,
11384,relational,j,,,,adj. 亲属的；相关的,,
11385,perjury,n,,,,n. 伪证；伪誓；背信弃义,toefl,
11386,hanger,n,1,,,n. 衣架；挂钩；绞刑执行者,,
11387,shingle,n,1,,,n. 墙面板；木瓦；[口]小招牌（尤指医生或律师挂的营业招牌）；鹅卵石,toefl,
11388,knowingly,r,1,,,adv. 故意地；机警地，狡黠地,,
11389,canister,n,1,,,n. （放咖啡，茶叶，烟等的）小罐；筒；[军]防毒面具的滤毒罐,,
11390,reassuring,j,1,,,adj. 可靠的；安心的；鼓气的,,
11391,strikingly,r,,,,,toefl,
11392,meticulous,j,1,,,adj. 小心翼翼的；一丝不苟的；拘泥小节的,toefl ielts,
11393,pedagogical,j,,,,adj. 教学法的；教育学的,toefl,
11394,foul,n,2,,重复,adj. 邪恶的；污秽的；犯规的；淤塞的,cet6 ky toefl ielts,
11395,bumper,j,1,,重复,adj. 丰盛的，丰富的,ielts,
11396,refute,v,1,,,vt. 反驳，驳斥；驳倒,cet4 cet6 ky toefl,
11397,spontaneously,r,,,,adv. 自然地；自发地；不由自主地,toefl,
11398,crank,n,1,,重复,n. 曲柄；奇想,cet6,
11399,pee,v,1,,,n. 尿；撒尿,,
11400,sympathize,v,1,,,vi. 同情，怜悯；支持,cet4 cet6 ky toefl,
11401,iris,n,1,,,n. 虹膜；鸢尾属植物,,
11402,showroom,n,1,,,n. 陈列室；样品间,,
11403,stillness,n,,,,n. 静止；沉静,cet6,
11404,overhead,n,2,,重复,adv. 在头顶上；在空中；在高处,cet4 cet6 ky ielts gk,
11405,neglected,j,,,,adj. 被忽视的；未被好好照管的,,
11406,onslaught,n,1,,,,toefl,
11407,garner,v,1,,,vt. 储存；获得；把…储入谷仓,toefl,
11408,schoolchild,n,1,,,,,
11409,militarily,r,,,,adv. 在军事上；从军事角度；以武力；以军事行动,,
11410,blah,u,1,,,n. [俚]废话；空话；瞎说,,
11411,net,v,3,,重复,n. 网；净利；网络；实价,cet4 cet6 ky toefl gk,
11412,eminent,j,1,,,adj. 杰出的；有名的；明显的,ky toefl ielts,
11413,richly,r,1,,,adv. 富裕地；丰富地；完全地,,
11414,submerge,v,1,,,vt. 淹没；把…浸入；沉浸,cet4 cet6 ky toefl ielts,
11415,realistically,r,1,,,,,
11416,decorated,j,,,,adj. 装饰的，修饰的,,
11417,backseat,n,,,,,,
11418,pastime,n,1,,,n. 娱乐，消遣,cet4 cet6 ky ielts,
11419,third-party,j,,,,,,
11420,fraudulent,j,1,,,adj. 不正的；欺骗性的,toefl,
11421,sinner,n,,,,n. 罪人；有错者,,
11422,ferry,v,2,,重复,n. 渡口；渡船；摆渡,cet6 ky toefl ielts gk,
11423,stroll,n,2,,重复,n. 闲逛；漫步；巡回演出,cet6 ky toefl,
11424,vaccination,n,,,,n. 种痘；接种疫苗,,
11425,pebble,n,1,,,n. 卵石；水晶透镜,cet4 cet6 ky toefl,
11426,housekeeper,n,1,,,n. 主妇；女管家,,
11427,blister,n,1,,,n. 水疱；水泡；气泡；砂眼；起泡剂,,
11428,institutionalize,v,1,,,vt. 使…制度化,toefl,
11429,hindsight,n,1,,,,,
11430,sputter,v,,,,vi. 发劈啪声；唾沫飞溅；结结巴巴地讲,,
11431,budge,v,1,,,vi. 挪动；微微移动；改变态度或意见；服从,toefl,
11432,saturate,v,1,,,vt. 使饱和，使充满；浸透，使湿透,cet6 ky toefl ielts,
11433,jut,v,1,,,vt. 使…伸出；使…突出,,
11434,incorrectly,r,,,,adv. 错误地；不适当地,,
11435,usable,j,1,,,adj. 可用的；合用的（等于useable）,,
11436,imposition,n,,,,n. 强加；征收；欺骗；不公平的负担,,
11437,methane,n,1,,,n. [化]甲烷；沼气,toefl,
11438,biotech,j,,,,,cet6,
11439,whereabouts,n,1,,,,,
11440,bedding,n,1,,,n. 寝具；（建筑）基床；（家畜）草垫,,
11441,raging,j,,,,adj. 愤怒的，狂暴的,,
11442,peacekeeper,n,1,,,,,
11443,imperialism,n,1,,,,,
11444,rebellious,j,1,,,adj. 反抗的；造反的；难控制的,toefl,
11445,throttle,n,1,,重复,n. 节流阀；风门；喉咙,toefl,
11446,shrinking,j,,,,adj. 畏缩的；犹豫不决的,,
11447,illumination,n,1,,,n. 照明；[光]照度；启发；阐明；灯饰（需用复数）,toefl,
11448,sliver,n,1,,,n. 梳毛，梳棉；裂片,,
11449,discreet,j,2,,,adj. 小心的；谨慎的,ky toefl ielts,
11450,uniformly,r,,,,adv. 一致地,cet6,
11451,newsroom,n,1,,,,,
11452,allusion,n,1,,,n. 暗示；提及,toefl,
11453,salute,n,2,,重复,n. 敬礼；致敬，欢迎,cet4 cet6 ky ielts gk,
11454,garnish,n,1,,重复,vt. 装饰,toefl,
11455,divergent,j,,,,adj. 相异的，分歧的；散开的,toefl,
11456,swivel,v,1,,重复,n. 转环；转椅座架,,
11457,forage,v,1,,重复,n. 饲料；草料；搜索,toefl,
11458,certain,r,3,,重复,adj. 某一；确信；无疑的；有把握的；必然的,cet4 ky zk gk,
11459,partisan,n,1,,重复,adj. 偏袒的；党派的；盲目推崇的；效忠的,toefl ielts,
11460,binary,j,1,,重复,adj. 二元的，二态的；二进制的,,
